,ID,Submit datetime,Smiles,PDSC,valid,stable,mass,atoms,soluble
144,1387,2025-04-12 11:50:54,CC(C)(C)c1cc(Cc2ccc(OCCN(c3ccc(SC(=O)OC)cc3)c3ccc(SC(=O)OC)cc3)cc2)c(O)c(C(C)(C)C)c1OCc1cc(Cc2ccc(OCCN(c3ccc(SC(=O)OC)cc3)c3ccc(SC(=O)OC)cc3)cc2)c(O)c(C(C)(C)C)c1,0,0,1,0,1,1
145,1388,2025-04-12 11:50:54,CC(C)(C)c1cc(Cc2ccc(OCCN(c3ccc(OC)c(OC)c3)c3ccc(OC)c(OC)c3)cc2)c(O)c(C(C)(C)C)c1OCc1cc(Cc2ccc(OCCN(c3ccc(OC)c(OC)c3)c3ccc(OC)c(OC)c3)cc2)c(O)c(C(C)(C)C)c1,0,0,1,0,1,1
146,1403,2025-04-12 11:53:10,CC1=C(C=C2CC3=C(C(=CC(=C3C)C(C)(C)C)CC4=C(C(=CC(=C4C)C(C)(C)C)CC5=C(C(=CC(=C5C)C(C)(C)C)CC1=C2O)O)O)O)C(C)(C)C,119.67733597158761,1,1,1,1,1
147,1405,2025-04-12 11:54:13,CC(C)(C)c1c(O)c(C(C)(C)C)c(SC(C)(C)C)c(O)c(C(C)(C)C)c1O,0,0,0,0,0,0
148,1406,2025-04-12 11:54:13,O=P(Oc1c(C(C)(C)C)c(O)c(C(C)(C)C)c(C(C)(C)C)c1O)(Oc2c(C(C)(C)C)c(O)c(C(C)(C)C)c(C(C)(C)C)c2O)O,8.4472791678388,1,1,1,1,1
149,1408,2025-04-12 11:55:35,CC(C)(C)c1cc(Cc2ccc(OCCN(c3ccc(OC)cc3)c3ccc(SC)cc3)cc2)c(O)c(C(C)(C)C)c1,12.135100544790115,1,1,1,1,1
150,1511,2025-04-12 11:59:44,O=P(Oc1c(C(C)(C)C)cc(O)c(C(C)(C)C)c1)(Oc2c(C(C)(C)C)cc(O)c(C(C)(C)C)c2)Oc3c(C(C)(C)C)cc(O)c(C(C)(C)C)c3,8.892404067970592,1,1,1,1,1
151,1512,2025-04-12 11:59:44,Oc1c(C(C)(C)C)cc(Sc2ccc(O)c(C(C)(C)C)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,0,0,0,0,0,0
152,1513,2025-04-12 11:59:44,CC(C)(C)c1cc(Oc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)c(O)c(C(C)(C)C)c1,62.31533871650511,1,1,1,1,1
153,1515,2025-04-12 12:00:48,CC(C)(C)c1cc(O)c(c(c1)C(C)(C)C)Oc2ccc(N(c3ccc(C(C)(C)C)cc3)P(=O)(Oc4ccc(C(C)(C)C)cc4)Oc5ccc(C(C)(C)C)cc5)cc2,74.1777701954369,1,1,1,1,1
154,1517,2025-04-12 12:01:50,CC(C)(C)c1cc(OCCN(c2ccc(Cc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3O)cc2)c2ccc(Cc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3O)cc2)c(O)c(C(C)(C)C)c1O,193.35685789287524,1,1,1,1,1
155,1530,2025-04-12 12:02:52,CC(C)(C)c1cc(O)c(c(c1)C(C)(C)C)Oc2ccc(N(c3ccc(C(C)(C)C)cc3)P(=O)(Oc4ccc(C(C)(C)C)cc4)Oc5ccc(C(C)(C)C)cc5)cc2,74.1777701954369,1,1,1,1,1
156,1532,2025-04-12 12:07:14,CC(C)(C)C1=C(C(=CC(=C1O)C(C)(C)C)C(C)(C)C)OCC(C)(C)C2=C(C(=CC(=C2O)C(C)(C)C)C(C)(C)C)OCC(C)(C)C3=C(C(=CC(=C3O)C(C)(C)C)C(C)(C)C)O,138.87164626300853,1,1,1,1,1
157,1534,2025-04-12 12:08:21,CC(C)(C)c1cc(OCCN(c2ccc(OP(=O)(Oc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3O)Oc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3O)cc2)c2ccc(Cc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3O)cc2)c(O)c(C(C)(C)C)c1O,0,0,1,0,1,1
158,1547,2025-04-12 12:10:42,CC(C)(C)c1c(O)c(-c2c(O)c(-c3c(O)c(-c4c(O)c(-c5c(O)c(C(C)(C)C)c(-c6cc(N(c7ccccc7))ccc6O)c5O)c4O)c3O)c2O)c1O,0,0,0,0,0,0
159,1549,2025-04-12 12:13:40,CC(C)(C)c1cc(C(C)(C)C)c(OP(Oc2cc(C(C)(C)C)cc(C(C)(C)C)c2)Oc3cc(C(C)(C)C)cc(C(C)(C)C)c3)cc1,0,0,1,1,1,1
160,1550,2025-04-12 12:13:40,CC(C)(C)c1cc(CCC(=O)OCCSCCOC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)c(O)c(C(C)(C)C)c1,14.906703662363467,1,1,1,1,1
161,1552,2025-04-12 12:16:09,CC(C)(C)c1cc(C=Nc2ccc(N(c3ccc(N=Cc4cc(C(C)(C)C)c(O)c(C(C)(C)C)c4O)cc3)c3ccc(N=Cc4cc(C(C)(C)C)c(O)c(C(C)(C)C)c4O)cc3)cc2)c(O)c(C(C)(C)C)c1O,23.954271117970194,1,1,1,1,1
162,1556,2025-04-12 12:17:13,CC(C)(C)c1cc(Cc2ccc(N(c3ccc(CC4=CC(=C(O)C(=C4)C(C)(C)C)C(C)(C)C)cc3)c3ccc(CC4=CC(=C(O)C(=C4)C(C)(C)C)C(C)(C)C)cc3)cc2)c(O)c(C(C)(C)C)c1,154.60874173578938,1,1,1,1,1
163,1558,2025-04-12 12:19:34,CC(C)(C)c1cc(Cc2cc(Cc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)cc(Cc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c2)c(O)c(C(C)(C)C)c1,93.14007262656511,1,1,1,1,1
164,1560,2025-04-12 12:20:35,c1(Sc2cc(O)c(N(c3ccccc3)c3ccccc3)cc2)cc(Sc2cc(O)c(N(c3ccccc3)c3ccccc3)cc2)cc1Sc2cc(O)c(N(c3ccccc3)c3ccccc3)cc2,0,0,0,0,0,0
165,1562,2025-04-12 12:22:46,CC(C)(C)c1cc(P(=O)(c2ccccc2)c2ccc(Nc3ccccc3)cc2)c(O)c(C(C)(C)C)c1,105.98137337876146,1,1,1,1,1
166,1563,2025-04-12 12:22:46,CC(C)(C)c1cc(S(=O)(=O)c2ccc(Nc3ccccc3)cc2)c(O)c(C(C)(C)C)c1,5.14005469900254,1,1,1,1,1
167,1564,2025-04-12 12:22:46,CC(C)(C)c1cc(Cc2cc(Cc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c(Cc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)cc2Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)c(O)c(C(C)(C)C)c1,152.1766843167908,1,1,1,1,1
168,1566,2025-04-12 12:23:49,c1c(Sc2cc(N(c3ccccc3)c3ccccc3)c(O)cc2)cc(Sc2cc(N(c3ccccc3)c3ccccc3)c(O)cc2)cc(Sc2cc(N(c3ccccc3)c3ccccc3)c(O)cc2)c1,0,0,0,0,0,0
169,1637,2025-04-12 12:27:45,CC(C)(C)c1c(O)c(C(C)(C)C)c(-c2c(O)c(C(C)(C)C)c(-c3c(O)c(C(C)(C)C)c(-c4c(O)c(C(C)(C)C)c(C(C)(C)C)c(C(C)(C)C)c4O)c(C(C)(C)C)c3O)c(C(C)(C)C)c2O)c(C(C)(C)C)c1O,224.97221175503532,1,1,1,1,1
170,1641,2025-04-12 12:31:21,c1cc(Sc2cc(O)cc(N(c3ccccc3)c3ccccc3)c2)cc(Sc2cc(O)cc(N(c3ccccc3)c3ccccc3)c2)c1Sc2cc(O)cc(N(c3ccccc3)c3ccccc3)c2,9.68051071580229,1,1,1,1,1
171,1642,2025-04-12 12:31:21,c1(Sc2cc(O)c(N(c3ccccc3)c3ccccc3)cc2)cc(Sc2cc(O)c(N(c3ccccc3)c3ccccc3)cc2)cc(Sc2cc(O)c(N(c3ccccc3)c3ccccc3)cc2)c1,43.86775373699547,1,1,1,1,1
